1
1000 100000
356 559 2
218 223 2
17 283 1
475 764 2
599 937 1
830 960 1
329 880 1
147 826 1
283 429 2
212 919 1
723 926 1
294 884 2
104 722 2
293 362 2
493 863 1
196 353 2
386 461 1
284 791 1
678 865 1
34 897 1
181 446 1
419 877 1
295 418 1
630 691 1
130 403 2
504 549 1
659 898 1
612 722 1
631 852 2
355 359 2
208 656 1
35 731 1
628 853 2
153 352 1
45 271 1
123 882 1
281 755 1
122 911 1
317 350 2
64 244 1
145 599 2
693 974 2
141 425 2
228 579 1
195 607 2
485 805 1
12 631 2
399 722 2
160 603 1
442 962 2
450 862 2
91 758 1
696 943 2
577 873 2
322 366 2
459 919 2
67 197 2
550 623 1
771 895 2
689 954 2
515 763 1
539 572 2
292 888 2
403 534 1
81 935 1
191 246 2
298 307 2
290 655 2
120 467 2
352 503 2
449 688 2
527 747 2
225 453 1
125 413 2
71 709 1
387 926 1
30 697 2
231 274 1
204 722 1
417 820 1
898 932 2
290 320 1
563 647 1
668 890 1
325 562 1
151 681 1
179 683 1
585 725 2
228 589 2
410 653 2
259 581 1
214 543 1
670 824 2
247 566 1
755 932 2
360 946 2
83 281 1
365 646 1
221 645 1
234 772 2
240 644 2
43 525 2
597 833 1
183 832 2
344 717 2
257 436 2
290 698 2
279 675 2
935 975 2
70 167 2
658 763 2
302 744 1
405 753 2
80 529 1
12 45 2
60 66 2
345 962 1
564 591 2
518 639 2
353 822 1
278 855 2
388 651 2
357 748 2
97 556 1
681 700 2
706 912 2
496 595 1
17 997 1
160 888 1
118 353 1
106 831 1
320 362 1
240 333 2
761 909 2
2 19 2
188 496 1
751 804 1
155 660 2
16 238 2
375 449 1
74 608 1
576 829 1
605 994 2
390 858 2
283 863 1
501 803 1
356 777 2
146 204 2
801 892 1
241 868 1
75 725 2
421 739 1
175 885 1
475 568 1
186 711 1
10 779 1
57 683 2
139 412 2
450 746 2
404 497 2
50 988 1
454 713 2
524 787 1
400 745 1
384 479 2
189 660 2
573 954 1
450 707 2
237 484 2
636 774 1
242 768 2
358 953 1
701 846 2
265 321 2
110 238 2
96 367 2
45 877 2
232 405 1
171 551 2
28 325 2
44 996 1
860 919 1
115 580 2
98 968 1
354 952 2
226 557 1
159 584 1
77 924 2
440 595 1
157 864 2
401 567 2
901 904 2
221 301 2
308 946 1
414 510 1
284 794 1
397 703 1
495 755 1
780 993 2
628 742 1
4 212 2
12 148 2
716 926 2
383 941 2
359 766 1
113 859 1
98 701 2
249 635 2
437 622 2
346 358 2
289 703 2
173 839 1
543 977 2
717 740 2
698 869 2
433 826 2
209 527 1
641 1000 2
197 775 2
30 300 1
315 334 1
872 1000 2
520 903 2
68 683 1
535 994 1
73 663 2
244 928 2
109 858 2
146 541 2
275 348 1
153 273 2
416 961 2
680 944 2
46 622 1
401 601 2
281 679 1
198 506 2
650 694 1
488 711 2
708 786 2
651 914 2
252 398 2
702 869 1
70 925 2
400 948 1
549 884 1
334 743 2
445 733 2
82 332 2
503 758 2
866 887 1
68 797 1
28 902 1
446 633 2
71 134 2
208 605 2
191 681 2
189 933 2
273 672 2
481 691 2
138 681 1
502 759 2
432 902 1
549 832 2
452 633 2
609 761 1
384 462 1
251 784 1
14 916 1
632 958 2
296 445 1
715 879 2
472 625 2
272 319 2
231 841 1
234 248 1
218 780 1
662 946 2
101 565 1
674 712 2
247 308 2
153 492 1
22 868 2
540 867 2
586 698 2
31 343 2
507 988 1
209 771 2
53 749 1
406 422 1
488 906 1
253 437 2
877 986 1
121 473 2
476 770 2
486 983 2
655 859 2
112 239 1
68 502 1
622 878 2
398 484 1
384 855 2
514 781 2
365 843 2
745 765 1
519 834 1
238 860 1
572 794 2
276 638 2
558 939 2
63 948 1
670 861 2
118 508 2
110 225 2
44 486 1
656 872 2
8 627 2
286 368 2
80 337 2
68 213 1
249 682 1
143 324 1
134 628 2
733 984 1
379 470 1
293 958 1
151 851 1
296 721 1
241 842 1
12 341 2
135 687 2
17 646 1
349 670 1
877 903 2
528 714 2
307 956 1
56 699 1
9 270 1
214 781 2
101 366 2
808 816 2
49 597 2
34 697 1
112 943 2
74 186 1
266 374 1
474 646 1
74 90 2
99 564 2
247 818 1
308 943 2
2 701 1
136 825 2
4 504 1
79 756 1
376 397 1
184 796 2
687 818 1
191 872 2
190 358 2
850 941 2
72 165 2
321 335 1
505 784 1
290 544 2
29 391 1
256 884 1
628 814 1
122 715 1
345 516 1
13 979 2
558 840 2
183 961 2
8 34 2
323 572 1
108 654 1
230 784 2
207 719 1
282 291 1
36 984 1
455 869 1
74 110 1
131 577 2
251 666 2
303 861 1
886 952 1
452 647 2
595 951 2
609 951 1
143 566 1
54 899 2
665 999 1
625 708 2
446 570 2
323 452 2
139 274 2
420 685 2
475 756 1
323 678 1
55 179 2
584 640 1
58 227 2
109 719 2
212 502 2
35 654 2
179 436 2
7 989 1
11 492 1
164 667 1
314 401 1
128 153 1
279 361 2
434 899 1
88 694 2
364 662 2
98 825 2
100 127 2
747 951 1
33 557 2
190 872 2
654 777 1
52 181 2
168 876 1
436 582 1
502 885 2
520 659 2
884 909 1
329 731 2
352 469 2
606 712 1
222 472 2
529 909 2
155 704 2
402 704 1
276 789 2
86 258 2
697 750 2
440 503 1
544 637 2
455 580 2
405 546 2
399 418 1
51 747 1
345 756 1
375 615 2
223 681 2
433 509 1
169 808 2
93 737 2
431 786 2
18 613 2
100 302 2
668 816 2
502 698 2
97 872 1
4 597 2
56 199 1
634 888 1
222 458 1
58 416 1
147 962 1
338 818 2
210 501 1
253 545 2
394 743 1
202 985 1
104 404 1
15 919 1
241 766 1
460 564 2
401 867 2
134 557 2
616 874 2
6 573 1
443 723 2
19 692 1
30 761 1
477 588 2
150 607 1
159 566 2
174 857 2
394 877 1
380 991 1
251 990 1
328 373 2
923 955 2
454 856 1
33 818 1
367 845 2
176 492 1
722 990 2
137 455 2
252 799 1
69 890 1
798 844 1
5 360 2
404 836 2
36 124 1
574 874 1
98 885 1
3 365 2
709 829 2
549 880 1
117 814 1
573 772 2
880 922 1
394 977 2
471 549 1
342 739 2
498 500 2
370 426 2
56 696 2
59 620 1
293 955 2
56 449 2
55 766 1
443 582 1
330 445 1
319 776 2
251 460 2
79 920 2
117 827 2
845 946 2
38 289 2
526 595 1
344 828 2
192 518 1
61 517 1
375 447 1
676 902 1
296 477 2
63 106 2
602 850 1
61 123 2
180 537 2
250 913 2
198 856 1
774 880 2
285 506 2
390 469 1
437 790 1
315 421 2
416 572 2
288 460 1
600 902 2
410 842 2
885 971 2
72 447 1
427 736 2
44 545 2
341 491 1
459 630 1
268 732 2
220 748 1
620 636 1
212 900 1
555 743 2
73 905 1
110 358 2
506 856 2
221 789 1
243 753 1
39 546 1
224 746 2
529 721 2
53 302 1
246 938 1
246 761 2
93 880 2
209 577 1
186 885 2
540 641 2
117 599 1
306 888 2
511 563 1
7 12 1
154 576 2
116 191 1
392 934 1
109 539 1
413 437 1
874 988 2
499 978 1
274 695 1
36 933 2
237 835 1
4 577 2
488 529 1
687 989 2
127 678 2
570 802 1
10 46 1
372 737 2
132 515 1
2 23 2
632 880 1
287 405 1
26 42 2
80 369 1
95 791 2
89 94 1
215 217 2
74 882 2
904 914 1
9 865 1
125 919 1
65 804 2
342 662 2
63 650 2
410 442 2
644 697 1
64 677 2
519 815 2
282 418 1
172 372 2
32 486 2
465 573 1
156 770 2
675 879 2
20 476 1
63 313 1
188 251 1
126 682 2
358 997 2
217 317 1
17 85 2
210 693 2
159 755 1
74 728 2
160 178 2
303 666 2
778 980 1
585 913 2
16 627 2
355 901 1
435 652 2
231 409 1
75 345 2
611 636 1
175 382 1
867 882 1
257 872 2
162 615 2
183 784 1
61 168 2
95 189 1
197 938 1
199 328 2
499 520 2
833 902 2
401 724 1
136 355 1
252 856 1
639 748 1
102 918 2
121 798 1
686 771 1
151 648 2
93 877 1
316 635 2
457 639 2
564 871 1
39 83 1
20 122 1
174 926 1
420 728 2
558 624 2
281 757 1
47 674 2
319 368 2
570 797 2
309 320 2
217 823 2
32 786 2
299 856 1
303 381 2
79 650 1
932 965 1
442 801 1
455 780 2
611 810 1
754 925 2
723 943 2
114 574 2
244 785 2
32 756 1
571 912 1
501 978 1
399 660 2
64 602 2
707 734 1
104 930 1
774 889 2
479 974 1
438 906 2
469 646 2
252 283 1
271 582 1
8 506 2
663 971 1
325 844 2
352 477 2
295 952 2
379 832 2
50 324 2
31 502 2
307 515 1
429 782 2
411 611 1
35 914 1
462 615 2
591 847 2
291 859 2
64 157 1
27 137 1
5 321 2
365 369 2
19 22 1
39 573 1
942 963 1
372 827 2
358 361 1
142 582 2
92 742 1
173 701 2
86 670 1
359 921 2
107 438 2
666 781 2
959 995 1
33 202 2
306 370 2
374 899 2
260 561 1
366 556 1
227 992 2
68 377 1
275 430 1
440 947 1
306 736 2
497 748 1
25 266 1
232 297 2
571 991 1
316 760 2
622 752 1
267 397 1
952 987 1
50 689 1
442 663 1
271 463 2
279 495 1
262 267 2
14 55 2
787 934 1
204 912 2
472 504 2
150 793 2
784 826 1
137 537 1
877 961 1
254 849 1
299 524 2
456 633 2
650 916 2
338 794 2
752 888 2
300 463 2
598 600 2
172 445 2
148 170 1
181 821 2
497 615 2
627 682 2
208 340 1
403 427 2
159 250 2
342 943 1
357 505 2
200 744 1
305 819 1
92 814 2
384 893 2
134 574 1
641 884 1
198 709 1
239 539 2
825 890 1
51 136 2
1 84 2
181 502 1
175 233 2
222 233 1
78 421 1
323 328 1
313 695 1
591 798 2
270 274 2
381 462 1
564 614 1
153 862 1
226 397 1
534 578 2
246 943 1
143 876 1
770 794 2
209 817 2
409 785 2
215 645 1
281 707 1
485 875 1
253 798 1
6 191 1
343 825 1
675 742 1
415 835 1
277 365 2
119 246 2
780 797 2
77 272 2
62 950 2
542 755 2
279 602 2
410 893 1
488 587 1
12 344 2
400 971 2
408 711 1
363 448 2
142 823 2
20 474 1
84 579 2
246 499 1
20 343 2
206 664 2
431 455 2
827 877 2
134 369 1
434 781 1
235 276 2
151 739 2
275 349 2
241 364 2
8 406 2
171 307 1
137 641 1
270 808 1
13 393 1
2 564 1
144 801 2
282 986 2
245 937 1
204 992 2
17 686 2
33 218 2
279 471 2
318 894 1
178 819 2
127 956 2
121 497 1
294 586 1
35 863 2
407 432 2
329 894 2
145 292 1
112 467 1
236 906 1
240 270 2
834 900 1
233 579 2
731 946 1
325 616 2
180 452 1
835 918 1
171 390 1
412 438 2
334 500 1
562 897 2
178 195 2
482 722 2
558 827 2
64 231 1
546 846 2
548 690 1
451 873 1
198 455 2
209 903 2
590 880 1
373 443 2
358 775 2
210 790 1
113 887 2
126 675 2
531 974 1
47 131 2
108 521 2
41 587 1
42 569 2
49 422 1
533 713 1
751 861 2
738 906 1
526 702 1
64 965 1
367 725 2
820 890 2
616 939 1
197 266 2
250 555 2
47 373 2
282 437 2
22 685 1
655 754 1
518 845 1
221 951 2
347 860 2
338 620 1
173 550 1
125 574 2
10 892 1
93 383 1
532 895 2
372 983 1
145 737 2
400 648 1
110 649 2
20 976 1
439 885 1
187 221 1
527 615 1
580 651 2
172 472 2
276 953 2
122 643 1
56 212 1
32 840 1
144 467 1
30 861 2
87 353 2
770 789 2
645 942 1
144 989 1
593 670 1
586 632 1
461 721 2
657 950 1
35 727 2
25 96 2
474 524 2
231 765 2
366 539 2
562 816 1
281 288 2
47 730 2
331 336 1
184 545 2
205 465 2
119 662 1
180 529 1
246 759 2
486 588 2
499 782 2
372 901 2
82 937 2
434 598 1
312 722 2
525 669 2
592 900 2
369 510 1
207 876 1
628 862 2
194 271 2
704 960 2
632 803 2
691 940 1
62 240 2
42 233 2
650 851 1
561 870 2
281 990 1
212 646 2
805 826 2
64 601 1
467 992 1
597 934 1
943 959 1
288 769 2
188 230 2
313 873 2
138 634 2
353 758 2
394 972 1
556 762 1
733 935 1
145 211 1
536 672 2
212 492 1
664 735 2
148 957 1
170 309 1
395 505 1
248 998 1
314 355 2
212 791 2
51 737 1
357 538 2
633 913 2
39 657 1
149 988 1
168 456 2
389 417 2
408 619 1
690 968 2
899 935 1
398 664 2
222 819 2
224 766 1
665 891 2
422 895 1
421 628 2
226 403 1
163 627 2
17 600 1
417 562 2
67 546 1
378 773 2
723 842 2
365 616 1
120 453 1
668 865 1
200 936 2
637 763 2
387 973 2
246 445 2
15 767 1
131 170 1
221 454 2
799 953 1
574 631 2
783 963 2
69 244 2
355 802 2
249 308 1
44 796 1
335 861 1
210 896 1
654 705 2
240 796 2
148 310 1
377 625 1
137 312 2
114 148 1
800 959 2
27 209 2
217 484 1
35 80 2
42 618 1
78 555 1
58 362 1
268 882 1
299 340 1
189 919 2
61 902 1
46 800 1
88 396 1
491 599 2
132 797 1
570 838 2
637 919 2
853 901 2
303 369 2
35 283 1
168 288 1
19 886 2
174 681 1
597 778 1
248 521 1
86 253 1
140 543 2
330 944 1
82 871 2
418 846 2
307 869 2
78 532 1
129 885 2
371 871 2
18 323 2
235 505 2
507 926 2
85 156 1
343 811 2
574 664 2
60 887 2
417 602 1
780 954 2
410 948 1
537 871 2
595 681 1
970 979 2
641 708 2
419 498 1
724 858 2
103 161 2
129 921 1
215 935 2
66 145 2
511 601 2
78 538 1
152 985 1
207 944 1
262 558 2
510 674 1
50 743 2
244 956 1
728 826 2
601 925 2
321 509 2
71 289 2
452 966 2
363 819 1
131 354 1
107 924 2
270 932 1
607 798 1
203 540 2
85 233 2
22 230 2
227 408 1
372 541 1
114 574 1
331 641 1
897 970 2
642 681 1
298 679 1
443 719 2
691 946 2
131 686 1
339 790 2
265 374 2
657 979 2
154 564 1
120 340 2
65 456 2
693 772 1
346 715 2
480 979 1
241 655 2
678 762 2
180 466 2
36 884 1
930 979 1
623 837 1
204 929 1
496 613 2
282 471 1
777 858 2
227 507 2
59 584 1
105 240 2
57 63 1
138 913 1
121 669 1
478 940 2
27 453 2
598 671 1
391 759 2
504 746 1
86 435 2
242 913 2
324 762 1
558 846 1
767 772 2
32 591 2
30 890 2
669 791 2
139 761 1
674 879 2
140 623 1
149 358 1
110 210 1
93 991 2
24 753 1
680 946 1
527 889 1
789 956 2
291 311 2
128 765 2
177 769 2
341 469 2
536 942 2
454 787 2
205 580 2
276 403 1
356 404 2
190 800 2
326 625 2
514 803 2
259 619 2
393 834 1
272 890 2
760 774 2
190 491 1
136 566 1
938 953 1
677 937 1
794 919 1
239 523 2
267 611 2
96 952 2
521 973 1
825 867 2
293 886 1
542 855 2
247 363 1
863 879 1
328 987 2
118 359 2
501 737 1
154 814 1
590 715 2
244 349 1
194 626 2
354 409 1
245 824 2
148 498 2
683 806 1
263 823 2
277 587 1
263 322 1
5 403 1
21 33 2
198 836 1
2 280 1
757 998 2
405 725 2
243 457 1
779 973 1
508 746 2
660 943 1
249 415 1
338 692 2
165 466 2
110 569 2
243 527 2
447 545 1
274 544 2
455 559 1
171 923 1
398 981 2
82 435 2
27 800 2
232 412 1
828 867 2
2 368 2
608 750 1
510 665 2
232 403 2
85 325 1
675 949 2
375 941 1
312 884 1
391 806 2
11 309 1
437 852 1
573 610 1
34 942 2
174 894 1
110 645 2
817 926 1
639 924 1
280 720 2
660 889 1
500 505 1
370 931 2
234 513 2
427 865 2
76 101 1
730 935 1
523 545 1
502 937 2
298 766 1
197 475 2
380 699 2
285 454 2
482 601 1
575 686 1
59 915 2
61 554 1
484 965 2
513 583 2
200 238 2
596 749 2
196 260 1
594 653 2
544 925 1
655 875 2
446 477 2
858 871 2
378 537 2
110 839 1
828 933 1
335 517 1
455 531 1
634 965 1
757 985 2
13 133 2
32 204 1
211 872 2
19 816 1
62 882 2
151 850 2
340 737 1
124 586 2
44 874 2
367 589 2
215 870 1
399 899 1
28 463 2
534 751 2
214 408 2
425 684 1
674 867 2
433 663 1
559 695 1
114 617 2
182 869 1
105 754 1
389 946 2
467 528 2
628 717 1
321 376 2
843 981 2
905 972 1
282 738 1
640 913 1
535 848 1
204 492 2
397 681 1
90 743 2
570 760 1
35 829 1
181 859 2
185 540 2
381 969 2
410 440 1
586 881 1
148 167 2
194 617 1
135 859 2
96 833 1
236 864 1
897 987 1
104 325 2
595 797 1
244 803 1
383 549 1
68 208 1
23 426 1
184 602 2
252 686 1
378 767 2
16 768 2
884 970 1
160 544 2
68 388 1
506 746 2
358 706 2
259 891 2
110 726 1
728 735 2
28 370 2
191 328 2
39 892 2
695 940 2
90 730 1
669 788 1
105 565 2
278 677 1
223 710 2
820 990 1
728 742 1
58 682 1
265 705 2
115 798 1
203 836 1
548 629 1
198 751 1
606 924 1
321 674 2
268 884 1
446 770 1
668 875 2
334 725 1
200 474 2
807 919 1
280 459 1
971 995 2
507 978 1
54 996 2
56 884 1
91 991 2
658 659 2
38 509 1
573 709 1
386 925 2
314 921 2
142 711 2
514 516 2
171 205 1
259 772 1
295 469 1
603 953 1
294 547 1
638 974 1
83 468 1
65 347 2
744 769 1
387 622 1
400 688 1
538 997 2
60 394 1
201 525 1
55 293 2
544 760 1
502 874 1
72 332 2
207 305 1
48 159 1
228 501 1
450 688 1
5 515 2
289 764 2
5 593 1
147 567 1
252 517 2
56 932 1
128 510 2
721 735 1
86 765 2
183 277 2
179 777 1
395 610 2
82 756 1
472 741 1
413 843 2
293 843 1
85 756 1
458 981 1
686 811 1
277 690 1
80 538 2
836 927 2
98 207 1
545 916 1
34 324 1
262 798 1
504 994 1
37 307 2
224 871 2
651 781 1
95 174 1
80 483 1
594 967 1
129 216 2
435 776 2
922 946 1
550 945 2
216 865 2
791 824 2
413 990 1
175 255 2
854 873 1
116 986 2
169 738 2
425 969 2
401 508 2
618 623 2
21 949 1
401 805 1
305 593 2
687 691 2
73 362 2
219 284 2
499 938 1
703 885 2
285 638 1
628 669 2
307 749 1
17 800 1
876 883 1
299 387 2
481 690 1
345 778 1
894 991 2
709 794 2
137 222 2
96 243 1
373 426 1
476 664 1
197 244 2
444 671 1
404 779 1
493 789 2
57 205 2
806 899 2
359 490 1
730 857 2
376 794 1
328 900 2
116 761 2
126 255 1
897 906 1
386 684 2
529 838 1
409 953 1
194 999 2
560 745 2
313 339 2
128 927 2
387 847 2
13 403 2
274 558 1
41 526 1
193 949 1
417 953 1
30 582 1
528 698 1
499 941 2
384 998 2
14 976 2
16 694 1
202 510 2
106 928 1
510 799 2
173 736 2
763 930 1
628 865 2
331 532 1
542 832 2
428 895 1
8 984 2
176 800 1
473 988 1
381 638 2
431 743 1
639 932 2
337 454 1
157 906 1
629 646 1
327 995 2
284 419 1
604 815 2
434 777 1
7 518 1
343 743 1
697 920 2
524 583 1
398 971 1
778 806 2
97 104 2
276 538 1
470 779 2
12 735 1
199 773 1
57 261 2
173 947 2
671 835 1
559 914 2
57 713 2
138 424 2
152 199 2
313 984 2
371 618 1
662 724 2
150 519 1
26 472 1
377 538 1
70 528 1
598 793 1
966 992 2
355 768 2
644 961 2
186 426 1
663 741 1
522 694 2
412 948 1
408 986 2
316 464 1
488 520 2
253 263 2
496 656 1
824 839 2
441 768 2
44 937 2
62 306 1
420 884 1
363 924 1
9 723 1
92 899 1
41 424 2
177 507 2
272 745 1
14 421 2
472 520 1
75 204 2
359 880 1
223 734 1
822 876 2
244 958 2
376 396 1
106 545 1
12 92 2
65 681 2
352 563 2
163 274 1
691 772 2
426 429 2
104 832 2
222 892 2
308 821 2
194 205 2
155 904 2
13 480 1
660 846 1
535 624 2
432 593 1
528 911 2
378 666 1
11 475 2
256 299 1
243 868 1
716 899 2
852 990 1
585 828 1
209 883 2
684 967 2
267 680 2
90 789 1
28 467 1
565 948 2
512 724 1
52 92 1
743 871 1
597 801 1
449 858 1
15 827 2
181 318 1
166 894 1
220 558 1
14 17 2
687 870 2
681 782 2
66 485 1
611 670 2
483 915 1
252 899 2
306 623 1
63 840 2
314 411 1
361 598 2
2 518 1
664 700 1
140 228 2
314 371 2
909 956 1
39 176 1
314 819 2
28 263 1
314 795 2
453 855 1
127 870 2
220 240 2
23 180 1
122 582 1
363 458 1
1 550 2
362 801 2
61 949 2
224 563 1
527 621 1
366 642 1
194 776 2
558 604 2
64 412 1
7 418 2
417 536 1
89 494 2
13 424 1
465 722 2
615 725 1
256 258 2
321 325 1
373 625 2
454 499 1
936 996 2
427 746 1
49 555 1
23 836 2
154 295 2
216 962 1
230 661 2
235 337 1
616 822 1
633 957 2
304 367 2
257 260 2
243 987 2
12 666 2
96 810 1
788 965 1
65 267 2
177 479 1
324 603 1
413 785 2
36 847 1
110 339 2
504 530 2
573 958 2
486 550 2
387 401 2
773 788 2
706 889 1
243 333 2
194 682 1
595 697 1
52 712 1
156 201 1
142 358 1
522 656 1
390 789 1
858 958 2
315 612 1
11 428 2
468 568 2
439 979 1
462 985 1
524 613 1
705 947 1
588 756 2
496 917 2
844 942 2
288 915 1
244 556 1
54 852 2
609 682 2
423 599 2
748 979 1
183 767 2
19 921 2
176 856 2
298 507 2
489 823 1
675 762 1
69 794 2
822 861 1
356 753 1
644 649 1
491 869 1
729 926 1
52 328 2
632 676 2
899 987 1
459 467 2
331 796 2
496 668 1
34 368 2
9 767 2
545 578 1
32 315 2
95 709 1
240 514 1
624 691 2
356 872 2
441 596 2
276 561 2
16 247 1
720 968 1
507 661 2
196 404 2
376 503 1
334 361 2
274 583 2
230 286 1
395 548 1
677 884 2
380 653 1
650 809 2
712 810 1
793 893 1
302 676 2
344 561 1
251 778 1
554 632 2
301 991 1
449 885 1
76 924 2
92 542 1
156 713 2
666 784 2
3 788 1
118 200 1
197 573 2
59 234 1
25 680 2
595 624 2
356 623 2
755 905 1
879 991 1
221 464 2
464 621 2
461 915 1
69 603 2
620 962 1
287 779 1
662 711 1
92 799 1
790 943 2
273 895 2
105 372 2
93 474 1
156 838 2
580 916 1
210 478 2
383 569 1
298 303 1
506 676 1
293 475 1
713 759 1
319 881 2
247 539 1
654 769 2
145 146 2
559 850 2
33 925 2
470 525 2
468 675 1
87 556 1
37 215 1
29 512 2
403 438 1
531 929 1
310 427 1
46 398 2
116 987 2
666 826 1
367 780 1
173 423 1
182 402 1
257 973 2
499 654 2
106 356 2
289 963 1
853 871 1
75 815 2
77 158 2
105 881 2
730 890 2
118 468 2
1 640 1
367 538 2
114 240 1
166 434 2
807 811 2
120 659 2
877 939 1
311 368 1
188 707 1
349 822 1
216 961 1
492 909 2
461 972 1
302 887 1
486 678 2
284 648 1
150 638 1
262 849 2
8 101 2
747 831 2
354 840 2
65 178 2
676 717 2
400 773 1
130 950 1
894 990 2
297 698 1
517 634 2
630 769 1
400 505 2
160 215 1
543 954 1
563 882 1
760 799 2
645 757 2
26 209 2
363 542 1
68 204 1
102 825 2
470 504 1
71 456 1
692 902 1
341 658 2
219 535 1
258 686 1
379 936 2
152 660 1
90 991 1
19 817 1
405 951 2
502 795 1
580 841 2
520 764 1
86 565 1
160 447 2
55 405 2
239 262 1
614 778 2
412 624 2
552 736 1
521 758 2
39 981 2
93 857 2
745 821 1
174 765 2
677 784 1
667 947 2
31 202 2
476 943 1
374 575 1
43 250 1
36 978 2
155 496 2
81 158 2
201 815 2
249 408 1
235 968 2
552 672 1
204 803 1
233 306 1
204 497 2
117 475 1
434 473 1
853 948 1
150 466 2
65 814 1
389 993 2
342 535 1
201 903 2
517 856 2
740 960 1
4 561 1
394 987 2
665 852 1
140 186 2
251 274 2
382 785 1
477 673 1
4 968 2
448 828 2
549 642 2
328 408 2
825 886 2
664 675 2
52 859 1
668 755 1
56 768 2
78 453 1
190 566 1
782 797 1
591 664 2
560 901 2
48 747 1
335 986 1
223 672 2
491 606 2
2 969 1
52 634 2
432 724 2
200 489 2
682 993 2
14 247 1
339 752 1
182 338 2
317 702 2
742 889 1
492 852 1
248 598 1
866 961 2
585 963 1
52 814 1
271 946 2
713 764 1
4 955 1
309 581 2
111 503 2
236 450 1
745 838 1
440 911 2
447 584 2
20 745 1
809 924 2
139 692 1
78 793 1
70 529 2
802 1000 1
987 991 2
697 899 2
308 916 1
180 984 2
735 979 2
191 534 2
160 499 1
532 911 1
820 886 2
86 543 1
201 378 2
423 555 2
227 876 1
415 635 2
291 629 1
109 366 1
781 926 2
575 871 2
168 799 1
584 882 2
230 263 2
448 840 2
669 741 1
520 822 2
628 679 1
70 634 1
103 719 2
338 664 2
175 903 1
394 498 1
707 763 2
161 862 2
612 810 1
195 702 1
184 376 2
171 687 1
326 652 1
217 754 2
297 688 2
41 166 2
736 764 2
47 389 2
82 188 2
236 499 1
361 728 1
250 650 1
722 757 1
700 881 2
110 507 2
305 707 2
609 943 2
472 680 2
1 555 1
51 517 2
197 288 2
696 716 1
252 858 2
376 832 1
548 635 1
118 633 1
172 953 2
41 259 1
390 982 2
953 966 2
61 319 2
42 804 1
84 259 1
187 386 1
448 687 1
598 862 1
146 176 1
670 769 2
26 896 1
389 413 1
20 187 2
757 927 2
219 367 2
718 811 2
566 748 2
169 953 1
662 700 2
33 454 2
172 560 2
599 699 2
766 803 1
399 705 1
435 724 2
68 648 2
376 715 2
668 866 1
47 372 1
229 821 2
25 802 1
4 841 2
49 92 1
235 888 1
173 353 2
561 695 2
182 564 1
42 426 1
631 882 2
628 756 1
743 911 2
14 380 2
489 927 2
129 645 1
506 983 2
541 679 2
26 28 1
428 476 2
352 834 2
219 510 2
785 993 1
732 944 2
123 285 2
146 256 1
290 572 1
1 185 1
301 919 2
301 851 2
593 896 2
66 253 1
54 626 2
273 321 2
91 940 1
285 421 2
124 446 1
270 446 1
18 877 1
540 882 2
221 341 1
404 613 2
297 376 2
273 538 1
12 777 1
585 877 2
283 369 2
383 605 1
101 521 2
202 529 1
413 971 1
9 471 1
326 783 2
538 674 1
13 220 2
13 556 2
255 274 2
104 343 1
212 566 1
21 359 1
602 814 2
82 791 1
109 499 1
5 299 2
910 921 1
462 979 1
162 400 2
425 954 1
582 614 2
577 982 1
180 310 2
275 935 2
88 445 1
360 959 1
252 738 2
174 428 1
246 696 1
485 904 2
417 535 1
543 561 1
124 577 1
653 888 2
246 865 1
86 687 1
126 251 1
598 610 2
193 904 1
439 650 1
70 955 2
751 942 1
671 926 1
788 965 2
132 746 1
209 444 2
453 966 1
47 890 1
463 850 1
446 639 2
498 584 2
217 266 2
305 907 2
560 844 2
246 785 2
516 987 1
544 986 1
426 684 2
482 961 2
93 813 2
252 543 2
150 665 2
122 449 1
591 805 1
69 86 1
262 877 2
285 670 1
236 990 1
208 439 2
473 740 2
218 712 2
253 717 1
166 506 1
971 1000 2
62 773 1
147 723 1
46 211 1
210 460 1
174 821 1
55 793 1
731 869 2
480 540 1
175 395 2
75 319 2
102 749 2
500 978 1
367 408 2
14 401 2
708 897 1
22 290 2
282 737 2
75 610 1
600 947 1
86 100 1
132 487 1
238 602 2
131 186 2
267 664 1
37 409 2
374 690 1
787 790 1
4 811 2
326 875 1
2 558 1
902 992 2
508 945 1
111 260 2
395 681 2
432 700 1
5 246 1
178 376 2
447 817 2
417 520 2
106 181 2
330 712 1
449 929 1
644 863 1
77 90 2
63 152 1
184 609 2
279 807 1
216 509 1
373 398 1
13 378 2
224 375 2
21 711 2
